osm_id,elemento,dimensao,criterio,valor_observado,nivel_evidencia,interpretacao,total_universo_criterio
node/7546588589,no_travessia,travessia_seguranca,crossing:markings,,indeterminado,Informação sobre demarcação da travessia ausente.,24
node/7546588589,no_travessia,continuidade_rede,correspondencia_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O nó apresenta correspondência geométrica com travessia linear.,24
node/13313734727,no_travessia,travessia_seguranca,crossing,uncontrolled,caracterizacao_contextual,Tipo de travessia registrado.,24
node/13313734727,no_travessia,travessia_seguranca,crossing:markings,zebra,caracterizacao_contextual,Demarcação da travessia registrada.,24
node/13313734727,no_travessia,continuidade_rede,correspondencia_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O nó apresenta correspondência geométrica com travessia linear.,24
node/13328865757,no_travessia,travessia_seguranca,crossing,zebra,caracterizacao_contextual,Tipo de travessia registrado.,24
node/13328865757,no_travessia,travessia_seguranca,crossing:markings,zebra,caracterizacao_contextual,Demarcação da travessia registrada.,24
node/13328865757,no_travessia,continuidade_rede,correspondencia_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O nó apresenta correspondência geométrica com travessia linear.,24
node/13328865759,no_travessia,travessia_seguranca,crossing,uncontrolled,caracterizacao_contextual,Tipo de travessia registrado.,24
node/13328865759,no_travessia,travessia_seguranca,crossing:markings,zebra,caracterizacao_contextual,Demarcação da travessia registrada.,24
node/13328865759,no_travessia,continuidade_rede,correspondencia_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O nó apresenta correspondência geométrica com travessia linear.,24
node/13328865760,no_travessia,travessia_seguranca,crossing,uncontrolled,caracterizacao_contextual,Tipo de travessia registrado.,24
node/13328865760,no_travessia,travessia_seguranca,crossing:markings,zebra,caracterizacao_contextual,Demarcação da travessia registrada.,24
node/13328865760,no_travessia,continuidade_rede,correspondencia_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O nó apresenta correspondência geométrica com travessia linear.,24
node/13330390485,no_travessia,travessia_seguranca,crossing,marked,caracterizacao_contextual,Tipo de travessia registrado.,24
node/13330390485,no_travessia,travessia_seguranca,crossing:markings,zebra,caracterizacao_contextual,Demarcação da travessia registrada.,24
node/13330390485,no_travessia,continuidade_rede,correspondencia_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O nó apresenta correspondência geométrica com travessia linear.,24
node/13330390489,no_travessia,travessia_seguranca,crossing,marked,caracterizacao_contextual,Tipo de travessia registrado.,24
node/13330390489,no_travessia,travessia_seguranca,crossing:markings,zebra,caracterizacao_contextual,Demarcação da travessia registrada.,24
node/13330390489,no_travessia,continuidade_rede,correspondencia_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O nó apresenta correspondência geométrica com travessia linear.,24
node/13330610450,no_travessia,travessia_seguranca,crossing,marked,caracterizacao_contextual,Tipo de travessia registrado.,24
node/13330610450,no_travessia,travessia_seguranca,crossing:markings,zebra,caracterizacao_contextual,Demarcação da travessia registrada.,24
node/13330610450,no_travessia,continuidade_rede,correspondencia_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O nó apresenta correspondência geométrica com travessia linear.,24
node/13371915556,no_travessia,travessia_seguranca,crossing,uncontrolled,caracterizacao_contextual,Tipo de travessia registrado.,24
node/13371915556,no_travessia,travessia_seguranca,crossing:markings,zebra,caracterizacao_contextual,Demarcação da travessia registrada.,24
node/13371915556,no_travessia,continuidade_rede,correspondencia_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O nó apresenta correspondência geométrica com travessia linear.,24
node/13380028855,no_travessia,travessia_seguranca,crossing,uncontrolled,caracterizacao_contextual,Tipo de travessia registrado.,24
node/13380028855,no_travessia,travessia_seguranca,crossing:markings,yes,caracterizacao_contextual,Demarcação da travessia registrada.,24
node/13380028855,no_travessia,continuidade_rede,correspondencia_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O nó apresenta correspondência geométrica com travessia linear.,24
node/13386582741,no_travessia,travessia_seguranca,crossing,uncontrolled,caracterizacao_contextual,Tipo de travessia registrado.,24
node/13386582741,no_travessia,travessia_seguranca,crossing:markings,yes,caracterizacao_contextual,Demarcação da travessia registrada.,24
node/13386582741,no_travessia,continuidade_rede,correspondencia_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O nó apresenta correspondência geométrica com travessia linear.,24
node/13387242231,no_travessia,travessia_seguranca,crossing,,indeterminado,Tipo de travessia não informado.,24
node/13387242231,no_travessia,travessia_seguranca,crossing:markings,,indeterminado,Informação sobre demarcação da travessia ausente.,24
node/13387242231,no_travessia,continuidade_rede,correspondencia_travessia_linear,nao,requer_inspecao_interpretativa,O nó não apresenta correspondência geométrica com travessia linear. A situação requer interpretação e não é classificada automaticamente como erro.,24
node/13387242267,no_travessia,travessia_seguranca,crossing,uncontrolled,caracterizacao_contextual,Tipo de travessia registrado.,24
node/13387242267,no_travessia,travessia_seguranca,crossing:markings,yes,caracterizacao_contextual,Demarcação da travessia registrada.,24
node/13387242267,no_travessia,continuidade_rede,correspondencia_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O nó apresenta correspondência geométrica com travessia linear.,24
node/13387242274,no_travessia,travessia_seguranca,crossing,uncontrolled,caracterizacao_contextual,Tipo de travessia registrado.,24
node/13387242274,no_travessia,travessia_seguranca,crossing:markings,yes,caracterizacao_contextual,Demarcação da travessia registrada.,24
node/13387242274,no_travessia,continuidade_rede,correspondencia_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O nó apresenta correspondência geométrica com travessia linear.,24
node/13447284833,no_travessia,travessia_seguranca,crossing,uncontrolled,caracterizacao_contextual,Tipo de travessia registrado.,24
node/13447284833,no_travessia,travessia_seguranca,crossing:markings,yes,caracterizacao_contextual,Demarcação da travessia registrada.,24
node/13447284833,no_travessia,continuidade_rede,correspondencia_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O nó apresenta correspondência geométrica com travessia linear.,24
node/13447284893,no_travessia,travessia_seguranca,crossing,unmarked,condicao_critica_oportunidade_melhoria,Travessia registrada como não demarcada.,24
node/13447284893,no_travessia,travessia_seguranca,crossing:markings,no,condicao_critica_oportunidade_melhoria,Ausência explícita de demarcação da travessia.,24
node/13447284893,no_travessia,continuidade_rede,correspondencia_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O nó apresenta correspondência geométrica com travessia linear.,24
